"ageInDays","description","easyApply","employer/id","employer/logoUrl","employer/name","employer/url","id","location/countryId","location/id","location/name","location/type","pay/currency","pay/max","pay/min","pay/period","pay/source","rating","seoUrl","title","url"
"23","<p><b>JOB DESCRIPTION OF SALES MECHANICAL ENGINEER- SALES ENGINEER</b></p><p>1. Following up Inquiry &amp; find the best price from several quotes received from supplier</p><p>2. Prepare the price quotation (penawaran harga) to our client</p><p>3. Checking the price and availability stock with supplier.</p><p>4. Negotiate the price with supplier and clients</p><p>5. preparing PO to suppliers, following up the PO to suppliers</p><p>6. preparing documents for tender process</p><p>7. Asking warehouse staff to check spare part received from supplier (local or overseas)</p><p>8. Checking the goods once arrive. The goods need to be match with the PO</p><p>9. Following up the quotations to customers</p><p>10. Responsible for Shipping &amp; traffic of the goods being ordered or delivered to customer</p><p>11. Maximize the company profit from the sales</p><p>12. Following up tender process &amp; Review technical specification</p><p>13. Review technical specification inquiry vs offer (quote) from principal or supplier</p><p><b>JOB QUALIFICATIONS:</b></p><p>1. Minimum 2 years&rsquo; experience in Sales or Sales administrator (support)</p><p>2. Very good skill in active and passive English (by attached English test result TOEC, TOEFL, etc)</p><p>3. Preferred with minimum 1 year experience in using software (accounting software) such as Accurate, Easy accounting, Myob, Zahir, etc.</p><p>4. Able do demonstrate multitasking job, intense pressure &amp; tight deadline</p><p>5. Has similar experience in trading or manufacturing industry (Mining, Oil dan Gas, Processing/metallurgy or similar)</p><p>6. Electrical, Mechanical, Instrumentation or physics Engineering Background is preferred</p><p>Job Types: Full-time, Permanent</p><p>Education:</p><ul><li>S1 (Preferred)</li></ul><p>Experience:</p><ul><li>Sales Engineer: 1 year (Preferred)</li></ul><p>Language:</p><ul><li>English (Preferred)</li></ul><p>Work Location: In person</p>","true","0",,"PT Malvindo","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010130220141","113","2796042","Kendari","C","IDR","5500000","3500000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/project-engineer-mechanical-electrical-instrumentation-pt-malvindo-JV_IC2796042_KO0,54_KE55,66.htm?jl=1010130220141","Project Engineer - Mechanical Electrical instrumentation","https://www.glassdoor.com/job-listing/j?jl=1010130220141"
"16","<div><h2 class=""jobSectionHeader""><b>About the job</b></h2><p>
Noraa &amp; Co. is partnering with one of the top public companies in Indonesia to build a strong engineering organization as the backbone of the company's future growth.</p><p>
Our client is entering a major technology transformation phase, where engineering, infrastructure, cybersecurity, database reliability, DevOps, and IT operations will play a critical role in supporting large-scale business operations across Indonesia.</p><p>
We are currently hiring for several strategic and senior technical positions.</p><h2 class=""jobSectionHeader""><b>
Position Overview</b></h2><p>
As a Senior DevOps Engineer, you will be a senior individual contributor responsible for improving deployment automation, infrastructure reliability, monitoring, and engineering productivity. This role is ideal for someone who enjoys hands-on technical problem solving and working closely with engineering teams.</p><h2 class=""jobSectionHeader""><b>
Responsibilities</b></h2><ul><li><b>
CI/CD &amp; Automation</b><ul><li>
Build, maintain, and improve CI/CD pipelines.</li><li>
Automate infrastructure provisioning, deployment, and operational workflows.</li></ul></li><li><b>
Platform Reliability</b><ul><li>
Improve system monitoring, alerting, observability, and incident response.</li><li>
Support production stability and reduce deployment risks.</li></ul></li><li><b>
Infrastructure Support</b><ul><li>
Work with cloud, container, orchestration, Linux, and infrastructure-as-code tools.</li><li>
Support scalable and reliable platform operations.</li></ul></li><li><b>
Engineering Collaboration</b><ul><li>
Partner with software engineers to improve release quality and delivery speed.</li><li>
Provide technical support for troubleshooting production issues.</li></ul></li></ul><h2 class=""jobSectionHeader""><b>
Qualifications</b></h2><ul><li>
Strong hands-on experience in DevOps, SRE, platform engineering, or infrastructure engineering.</li><li>
Experience with Linux, CI/CD, Docker, Kubernetes, scripting, and infrastructure automation.</li><li>
Familiarity with tools such as GitLab CI, Jenkins, Terraform, Ansible, Prometheus, Grafana, ELK, or similar.</li><li>
Strong troubleshooting capability in production environments.</li><li>
Comfortable working as a senior individual contributor.</li></ul></div>","true","674797",,"NoraA Consulting Services ","https://www.glassdoor.com/Overview/W-EI_IE674797.htm","1010137708736","113","2709872","Jakarta","C","IDR",,,,,"2","https://www.glassdoor.com/job-listing/senior-devops-engineer-noraa-consulting-services-JV_IC2709872_KO0,22_KE23,48.htm?jl=1010137708736","Senior DevOps Engineer","https://www.glassdoor.com/job-listing/j?jl=1010137708736"
"23","<p><b>JOB DESCRIPTION OF SALES MECHANICAL ENGINEER- SALES ENGINEER</b></p><p>1. Following up Inquiry &amp; find the best price from several quotes received from supplier</p><p>2. Prepare the price quotation (penawaran harga) to our client</p><p>3. Checking the price and availability stock with supplier.</p><p>4. Negotiate the price with supplier and clients</p><p>5. preparing PO to suppliers, following up the PO to suppliers</p><p>6. preparing documents for tender process</p><p>7. Asking warehouse staff to check spare part received from supplier (local or overseas)</p><p>8. Checking the goods once arrive. The goods need to be match with the PO</p><p>9. Following up the quotations to customers</p><p>10. Responsible for Shipping &amp; traffic of the goods being ordered or delivered to customer</p><p>11. Maximize the company profit from the sales</p><p>12. Following up tender process &amp; Review technical specification</p><p>13. Review technical specification inquiry vs offer (quote) from principal or supplier</p><p><b>JOB QUALIFICATIONS:</b></p><p>1. Minimum 2 years&rsquo; experience in Sales or Sales administrator (support)</p><p>2. Very good skill in active and passive English (by attached English test result TOEC, TOEFL, etc)</p><p>3. Preferred with minimum 1 year experience in using software (accounting software) such as Accurate, Easy accounting, Myob, Zahir, etc.</p><p>4. Able do demonstrate multitasking job, intense pressure &amp; tight deadline</p><p>5. Has similar experience in trading or manufacturing industry (Mining, Oil dan Gas, Processing/metallurgy or similar)</p><p>6. Electrical, Mechanical, Instrumentation or physics Engineering Background is preferred</p><p>Job Type: Contract</p><p>Education:</p><ul><li>S1 (Preferred)</li></ul><p>Experience:</p><ul><li>Sales Engineer: 1 year (Preferred)</li></ul><p>Language:</p><ul><li>English (Preferred)</li></ul><p>Work Location: In person</p>","true","0",,"PT Malvindo","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010130224154","113","2681292","Makassar","C","IDR","5500000","3500000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/project-engineer-smelter-operation-pt-malvindo-JV_IC2681292_KO0,34_KE35,46.htm?jl=1010130224154","Project Engineer - Smelter Operation","https://www.glassdoor.com/job-listing/j?jl=1010130224154"
"13","<p><b>Job Description :</b></p><ul><li>Melakukan maintenance dan troubleshooting mesin ATM.</li><li>Menangani perbaikan hardware maupun software ATM.</li><li>Melakukan pengecekan rutin untuk memastikan ATM berfungsi dengan baik.</li><li>Membuat laporan hasil pekerjaan dan maintenance.</li><li>Siap bekerja mobile/lapangan sesuai area penempatan.</li></ul><p><b>Kualifikasi :</b></p><ul><li>Pria, usia maksimal 30 tahun.</li><li>Pendidikan minimal SMK Teknik/IT/Sederajat.</li><li>Memiliki pengalaman sebagai teknisi ATM/teknisi lapangan menjadi nilai tambah.</li><li>Memahami dasar jaringan, hardware, dan troubleshooting.</li><li>Memiliki komunikasi yang baik dan mampu bekerja dengan target.</li><li>Memiliki SIM C dan kendaraan pribadi.</li><li>Siap bekerja shifting dan mobile.</li></ul><p>Work Location: In person</p>","true","0",,"Pt. Permata Indonesia","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010141559694","113","2815553","Yogyakarta","C","IDR",,,,,"0","https://www.glassdoor.com/job-listing/teknisi-atm-pt-permata-indonesia-JV_IC2815553_KO0,11_KE12,32.htm?jl=1010141559694","Teknisi ATM","https://www.glassdoor.com/job-listing/j?jl=1010141559694"
"12","<div><h1 class=""jobSectionHeader""><b>Welcome to the world of intelligent product experiences powered by data ✨</b></h1><p>
If you&rsquo;re excited about building machine learning systems that don&rsquo;t just generate insights&mdash;but actually power meaningful product experiences used by real customers every day&mdash;you&rsquo;re going to like it here.</p><p>
We&rsquo;re looking for a Senior Data Scientist to join us at Paystone. In this role, you&rsquo;ll help shape the future of how our products use data to drive smarter decisions, personalized experiences, and measurable business impact.</p><p>
You&rsquo;ll work closely with Product, Engineering, and BI to turn rich transactional and behavioural data into models and recommendations that land directly in the hands of merchants. From customer segmentation and churn prediction to lifetime value modelling and personalized recommendations, your work will influence the experiences customers interact with daily.</p><p>
This isn&rsquo;t a &ldquo;build a model and throw it over the wall&rdquo; kind of role. You&rsquo;ll own the modelling lifecycle end-to-end&mdash;from framing ambiguous business problems and shaping datasets to evaluating performance and partnering with engineering teams on how outputs are delivered in production.</p><p>
At Paystone, we&rsquo;re growing quickly, investing heavily in AI-augmented development, and building systems that help businesses move faster and smarter. We&rsquo;re looking for someone who loves solving meaningful problems, thrives in fast-moving environments, and is excited about the future of agentic workflows and AI-assisted engineering.</p><p>
We&rsquo;re a team of curious builders who care deeply about what we create and how we create it. There&rsquo;s room to experiment, room to lead, and room to make a real impact. We collaborate often, challenge ideas openly, and genuinely enjoy building alongside people who are passionate about solving hard problems well.</p><p>
In this role, you&rsquo;ll:</p><ul><li>
Partner with Product and BI to translate business goals into well-scoped modelling problems, with clear success criteria and guardrails.</li><li>
Build and productionize models across areas such as customer segmentation, lifetime value, churn and retention, and personalised recommendations.</li><li>
Design evaluation datasets, offline benchmarks, and online feedback loops so model quality is measured, not assumed.</li><li>
Work with engineering on how model outputs are surfaced &mdash; latency, payload design, fallback behaviour, and failure modes are part of the job.</li><li>
Monitor deployed models for drift and performance over time; own the retraining and improvement cadence.</li><li>
Translate user feedback and product telemetry into concrete model and feature improvements.</li><li>
Build alongside coding agents &mdash; drive agentic loops to scaffold pipelines, write and refactor production code, generate tests, and accelerate exploratory analysis, while keeping a human-in-the-loop for design and review decisions.</li><li>
Communicate results and trade-offs clearly to technical and non-technical audiences.</li></ul><p>
You might be a great fit if you:</p><ul><li>
 5+ years of experience as a Data Scientist, Applied Scientist, or ML Engineer shipping production models in a commercial software environment.</li><li>
Expert-level SQL and Python, and comfort working with modern cloud data warehouses.</li><li>
Production experience with at least two of: customer segmentation, churn or propensity modelling, lifetime value, or recommender systems.</li><li>
A disciplined approach to evaluation &mdash; you define metrics up front, understand baselines, and guard against data leakage and overfitting.</li><li>
Experience serving model outputs through APIs consumed by a product UI.</li><li>
Hands-on fluency with coding agents (e.g., Claude Code, Cursor, Copilot agents, or similar) and genuine comfort operating in agentic loops &mdash; you can plan, prompt, review, iterate, and ship using agents as part of your everyday workflow.</li><li>
A builder&rsquo;s instinct for AI-assisted development: you know how to structure context, write clear specs, decompose work into agent-sized tasks, and verify outputs rigorously.</li><li>
Clear written and verbal communication; you can defend a model choice and explain a result to someone who is not a data scientist.</li></ul><p>
Bonus points if you:</p><ul><li>
Have experience in loyalty, CRM, retail analytics, or related industries</li><li>
Have worked with LLM-assisted analytics or conversational data systems</li><li>
Have experience building custom AI agents, tools, MCP servers, or evaluating agent performance on real task</li><li>
Are bilingual in English and French</li></ul><p>
If you&rsquo;re excited about building intelligent systems that combine machine learning, product thinking, and AI-assisted development to create experiences that feel genuinely impactful&mdash;we&rsquo;d love to meet you.</p><p>
</p><p>tzaqf3b552</p></div>","true","1345618","https://media.glassdoor.com/sql/1345618/zomaron-squarelogo-1574283853754.png","Paystone","https://www.glassdoor.com/Overview/W-EI_IE1345618.htm","1010142306111","113","2709872","Jakarta","C","IDR",,,,,"4.2","https://www.glassdoor.com/job-listing/senior-data-scientist-paystone-JV_IC2709872_KO0,21_KE22,30.htm?jl=1010142306111","Senior Data Scientist","https://www.glassdoor.com/job-listing/j?jl=1010142306111"
"21","<div><b>Company Description</b><p><br>
In the heart of Thamrin CBD stands a vibrant city hotel, Pullman Jakarta Indonesia. Experience our 427 luxury rooms with In-Room Playground. Let our Sana Sini and Kahyangan restaurants satisfy your cravings with worldwide cuisines. Enjoy the bar that the city needs at The Back Room, chocolate fair at Le Chocolat Lounge and freshly baked pastries at Makaron Bakeshop. Ideally situated, just moments from the Thamrin roundabout, high-end shopping scenes at Grand Indonesia and Plaza Indonesia. Easy access to public transport.</p><p>
Our luxury city hotel ideally situated within moments from the National Monument, Thamrin roundabout, high-end shopping scenes at Grand Indonesia and Plaza Indonesia. Access to public transport and the capital&rsquo;s must-see sights are all at your doorstep. Strategically located in Central Jakarta, surrounded by the Central Business District and Jakarta&rsquo;s largest shopping malls, indulge in the exceptional comfort of our city hotel and embark on an unforgettable staycation journey.</p><p>
Pullman Jakarta Indonesia Thamrin is ideally located near the CBD, main historical monuments of the city and only a short walk away to reach the two largest shopping malls in Jakarta and Sudirman-Thamrin business districts.</p><b><br>
Job Description</b><p><br>
We are seeking a visionary and experienced Director of Engineering to join our team in Pullman Jakarta Indonesia . As a key member of our leadership team, you will be responsible for overseeing all engineering operations, driving innovation, and ensuring the highest standards of safety and efficiency across our facilities.</p><ul><li>
Develop and implement strategic plans for the engineering department, aligning with overall organizational goals</li><li>
Lead and mentor a team of engineers, fostering a culture of innovation and continuous improvement</li><li>
Oversee the maintenance, operation, and optimization of all engineering systems and equipment</li><li>
Manage department budgets, resource allocation, and capital expenditure planning</li><li>
Ensure compliance with safety regulations, industry standards, and company policies</li><li>
Collaborate with cross-functional teams to drive operational excellence and process improvements</li><li>
Develop and implement preventive maintenance programs to maximize equipment reliability and longevity</li><li>
Analyze engineering data and metrics to identify areas for improvement and cost-saving opportunities</li><li>
Stay current with emerging technologies and industry trends to drive innovation within the organization</li><li>
Manage vendor relationships and negotiate contracts for engineering services and equipment</li><li>
Oversee engineering projects from conception to completion, ensuring timely delivery and quality standards</li><li>
Develop and maintain emergency response plans for critical engineering systems</li></ul><br>
<b>
Qualifications</b><br>
<ul><li>
Bachelor's degree in Engineering or a related field; Master's degree preferred</li><li>
Minimum of 8 years of progressive experience in engineering, with at least 3 years in a senior leadership role</li><li>
Proven track record of successfully managing large-scale engineering operations and projects</li><li>
Strong knowledge of engineering systems, safety regulations, and maintenance procedures</li><li>
Excellent leadership and team management skills, with the ability to motivate and develop staff</li><li>
Advanced project management and budgeting skills</li><li>
Exceptional problem-solving and analytical abilities</li><li>
Strong communication skills, both verbal and written</li><li>
Proficiency in computer-aided design (CAD) software and other relevant engineering tools</li><li>
Experience with implementing and managing preventive maintenance programs</li><li>
Demonstrated ability to drive innovation and continuous improvement initiatives</li><li>
Strong understanding of industry best practices and emerging technologies</li><li>
Excellent organizational and time management skills</li><li>
Ability to work effectively in a fast-paced, dynamic environment</li><li>
Professional engineering certification or license is a plus</li></ul><br>
<b>
Additional Information</b><p><b><br>
Why Join Us?</b></p><ul><li><b>
Prestigious International Brand</b> &ndash; As part of <b>Accor</b>, one of the world&rsquo;s leading hospitality groups, Pullman Jakarta Indonesia provides a dynamic and globally recognized work environment.</li><li><b>
Career Growth &amp; Development</b> &ndash; We offer training programs, workshops, and career advancement opportunities within Accor&rsquo;s extensive global network.</li><li><b>
Exciting &amp; Dynamic Work Culture</b> &ndash; Our team thrives on creativity, innovation, and excellence, ensuring an inspiring and supportive workplace.</li><li><b>
Competitive Benefits &amp; Perks</b> &ndash; Enjoy attractive salary packages, incentives, staff discounts at Accor hotels worldwide, and wellness programs.</li><li><b>
High-Profile Events &amp; Networking</b> &ndash; Work with top-tier clients and handle large-scale banquet events, enhancing your expertise and professional network.</li></ul></div>","true","1402101","https://media.glassdoor.com/sql/1402101/pullman-squareLogo-1611870734287.png","Pullman SST, inc. ","https://www.glassdoor.com/Overview/W-EI_IE1402101.htm","1009815901809","113","2709872","Jakarta","C","IDR",,,,,"3.8","https://www.glassdoor.com/job-listing/director-of-engineering-pullman-JV_IC2709872_KO0,23_KE24,31.htm?jl=1009815901809","Director of Engineering","https://www.glassdoor.com/job-listing/j?jl=1009815901809"
"27","<p><b>Pendidikan &amp; Pengalaman:</b></p><ul><li>Minimal pendidikan S1 Perhotelan, Manajemen F&amp;B, atau setara.</li><li>Pengalaman minimal 3 tahun sebagai manajer outlet.</li><li>Pengalaman bekerja dengan chef Prancis.</li></ul><p><b>Kemampuan Manajerial:</b></p><ul><li>Mampu memimpin tim besar dan lintas divisi (FOH, BOH, sommelier, dll).</li><li>Memahami standard operating procedures (SOP).</li><li>Terbiasa menyusun budget, analisis revenue, dan strategi upselling.</li></ul><p><b>Pengetahuan Kuliner &amp; Pelayanan:</b></p><ul><li>Memiliki pengetahuan mendalam tentang haute cuisine Prancis dan pairing wine.</li><li>Menguasai teknik layanan formal (gueridon service, wine service, table setting Eropa, dll).</li><li>Mampu menjelaskan menu secara detail dan profesional kepada tamu high-end.</li></ul><p><b>Soft Skills &amp; Teknologi:</b></p><ul><li>Mahir berkomunikasi dalam Bahasa Inggris.</li><li>Mampu menggunakan sistem POS premium, sistem reservasi eksklusif (seperti SevenRooms, OpenTable), dan software manajemen F&amp;B.</li><li>Memiliki sense of luxury, discretion, dan perhatian terhadap detail tinggi.</li></ul><p><b>Karakter:</b></p><ul><li>Karismatik, profesional, dan berpenampilan sangat rapi.</li><li>Memiliki leadership alami dan kepekaan terhadap ekspektasi tamu kelas atas.</li></ul><p>Job Type: Full-time</p><p>Work Location: In person</p>","true","0",,"Little Frenchie","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010125514179","113","2709872","Jakarta","C","IDR","12000000","10000000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/outlet-manager-little-frenchie-JV_IC2709872_KO0,14_KE15,30.htm?jl=1010125514179","Outlet Manager","https://www.glassdoor.com/job-listing/j?jl=1010125514179"
"22","<p>We are seeking a skilled <b>Laravel Full Stack Software Developer</b> to design, develop, and maintain high-performance ERP applications. This role involves working across both backend and frontend components, integrating third-party services, and ensuring scalable, reliable system architecture. You will collaborate closely with cross-functional teams to deliver robust solutions that meet business and client requirements.</p><p><b>Job Description:</b></p><p><b>1. Application Development</b></p><ul><li>Design, develop, and maintain ERP applications using the Laravel framework</li><li>Build scalable, secure, and high-performance web applications</li><li>Write clean, maintainable, and efficient code following best practice</li></ul><p><b>2. System Integration</b> <b>&amp; API Development</b></p><ul><li>Integrate applications with third-party systems and backend data services</li><li>Develop and enhance RESTful APIs to support system functionality</li><li>Ensure seamless data flow and system interoperability</li></ul><p><b>3. Database &amp; Performance Optimization</b></p><ul><li>Design and optimize database schemas for performance and scalability</li><li>Perform query optimization and database performance tuning (MySQL)</li><li>Ensure data integrity and efficient data processing</li></ul><p><b>4. Testing &amp; Quality Assurance</b></p><ul><li>Develop and execute unit and integration tests (e.g., PHPUnit, PHPSpec)</li><li>Troubleshoot, debug, and resolve application issues</li><li>Maintain high standards of code quality and system reliability</li></ul><p><b>Requirements:</b></p><ul><li>Diploma or Degree in Computer Science, Engineering, MIS, or related field</li><li>Minimum 3&ndash;5 years of experience in Laravel development (OOP &amp; MVC architecture)</li><li>Experience with REST API development and integration</li><li>Solid understanding of SQL schema design and database optimization</li><li>Familiarity with Git version control</li><li>Experience with software testing frameworks (e.g., PHPUnit) Frontend (Full Stack Advantage)</li><li>Experience with Vue.js / Nuxt.js is a strong advantage</li><li>Working knowledge of HTML, CSS, and JavaScript</li><li>Experience in ERP, accounting, or property management systems</li><li>Exposure to real-world business workflows and enterprise applications</li></ul><p>Work Location: In person</p>","true","309090","https://media.glassdoor.com/sql/309090/elabram-systems-squarelogo-1582549296586.png","Elabram Systems Sdn. Bhd.","https://www.glassdoor.com/Overview/W-EI_IE309090.htm","1010131079597","113","2709872","Jakarta","C","IDR","22000000","12000000","MONTHLY","EMPLOYER_PROVIDED","3.6","https://www.glassdoor.com/job-listing/laravel-full-stack-software-developer-elabram-systems-JV_IC2709872_KO0,37_KE38,53.htm?jl=1010131079597","Laravel Full Stack Software Developer","https://www.glassdoor.com/job-listing/j?jl=1010131079597"
"19","<p><b>Gambaran Pekerjaan :</b></p><ul><li>Membuat gambar kerja teknis berdasarkan arahan engineer, arsitek, atau designer.</li><li>Mengubah konsep/desain menjadi gambar detail 2D maupun 3D.</li><li>Merevisi gambar sesuai kebutuhan proyek.</li><li>Menyiapkan shop drawing, as-built drawing, dan detail teknis lainnya.</li><li>Memastikan gambar sesuai standar perusahaan dan spesifikasi proyek.</li><li>Berkoordinasi dengan tim engineering, produksi, dan lapangan.</li><li>Mengarsipkan file gambar dan dokumen teknis proyek.</li><li>Membuat estimasi material berdasarkan gambar kerja (jika diperlukan).</li></ul><p><b>Kualifikasi :</b></p><ul><li>Pendidikan minimal SMK/D3 Teknik Gambar Bangunan, Teknik Sipil, Arsitektur, Mesin, atau jurusan terkait.</li><li>Maksimal 35 tahun.</li><li>Memiliki pengalaman sebagai Drafter minimal 1 tahun (fresh graduate dapat dipertimbangkan jika sesuai kebutuhan).</li><li>Menguasai software: AutoCAD, SketchUp, Autodesk Revit (nilai tambah).</li><li>Memahami gambar teknik dan standar drafting.</li><li>Mampu bekerja sesuai deadline.</li><li>Teliti, detail, dan mampu bekerja dalam tim.</li><li>Memiliki kemampuan komunikasi yang baik.</li><li>Mampu multi-tasking dan beradaptasi di lingkungan yang serba cepat dan problem solving.</li></ul><p><b>Benefits :</b></p><ul><li>Gaji pokok</li><li>BPJS Kesehatan</li><li>BPJS Ketenagakerjaan</li></ul><p><b>Kantor Pusat :</b></p><p>PT Dwi Saka Tunas Mitra</p><p>Jl. TB Simatupang No.14, RT.11/RW.4, Kel. Tj. Barat, Kec. Jagakarsa, Kota Jakarta Selatan, DKI Jakarta 12530.</p><p><b>Waktu Kerja </b>:</p><p>Senin s/d Jumat, Pukul : 08:00 - 17:00.</p><p>Sabtu, Pukul : 08:00 - 12:00.</p><p>Kami hanya akan menghubungi kandidat yang sesuai dengan kualifikasi dan tidak pernah memungut biaya apapun selama proses recruitment. Terimakasih.</p><p>Work Location: In person</p>","true","0",,"PT Dwi Saka Tunas Mitra","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010135682811","113","2709872","Jakarta","C","IDR","870223.75","935111.9","HOURLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/drafter-proyek-pt-dwi-saka-tunas-mitra-JV_IC2709872_KO0,14_KE15,38.htm?jl=1010135682811","Drafter Proyek","https://www.glassdoor.com/job-listing/j?jl=1010135682811"
"20","<p>Position: Full-Stack Software Engineer <b>(Healthcare Focus)</b></p><p><b>*Language Requirement:</b>* Bahasa/English (Fluent)/Chinese(good to have)</p><p>---</p><p><b>*Job Description:*</b></p><p>We are seeking an experienced Full-Stack Software Engineer with strong expertise in system integration and solution architecture to join our team in Indonesia. The ideal candidate will possess 5-8 years of professional engineering experience with a proven track record in designing and implementing complex system integrations. You will play a critical role in developing and integrating solutions that directly impact healthcare delivery and data interoperability.</p><p>---</p><p><b>*Key Responsibilities:*</b></p><p>&bull;⁠ ⁠Design and architect system integration solutions using industry-standard protocols (RESTful APIs, Web Services, messaging queues)</p><p>&bull;⁠ ⁠Lead technical solution design for cross-platform system integrations</p><p>&bull;⁠ ⁠Develop and maintain systems for data exchange and interoperability across multiple platforms</p><p>&bull;⁠ ⁠Design, develop, and maintain scalable software applications with strong integration capabilities</p><p>&bull;⁠ ⁠Build and optimize features across both front-end and back-end systems</p><p>&bull;⁠ ⁠Create technical documentation and integration specifications</p><p>&bull;⁠ ⁠Travel to partner sites across Indonesia as needed for system implementation and support</p><p>&bull;⁠ ⁠Collaborate with cross-functional teams to deliver robust, compliant solutions</p><p>&bull;⁠ ⁠Conduct code reviews, write unit tests, and maintain high code quality standards</p><p>&bull;⁠ ⁠Troubleshoot and optimize system performance with focus on data security</p><p>---</p><p><b>*Requirements:*</b></p><p>&bull;⁠ ⁠Bachelor's degree or higher in Computer Science or related field</p><p>&bull;⁠ ⁠5-8 years of hands-on experience in full-stack development</p><p>&bull;⁠ ⁠Proven track record in system integration projects and solution architecture design</p><p>&bull;⁠ ⁠Extensive experience with API development, data exchange protocols, and Web Services</p><p>&bull;⁠ ⁠Strong ability to design end-to-end integration solutions and technical specifications</p><p>&bull;⁠ ⁠Proficiency in front-end technologies (HTML, CSS, JavaScript, React or Angular)</p><p>&bull;⁠ ⁠Strong back-end development skills (Python required)</p><p>&bull;⁠ ⁠Experience with relational databases (PostgreSQL preferred)</p><p>&bull;⁠ ⁠Hands-on experience with cloud platforms (AWS, Azure, or Google Cloud)</p><p>&bull;⁠ ⁠*Experience with microservices architecture*</p><p>&bull;⁠ ⁠*Experience with DevOps practices and CI/CD pipelines*</p><p>&bull;⁠ ⁠*Familiarity with containerization (Docker, Kubernetes)*</p><p>&bull;⁠ ⁠*Experience with message queue systems (RabbitMQ, Kafka)*</p><p>&bull;⁠ ⁠Familiarity with version control systems (Git)</p><p>&bull;⁠ ⁠Willingness and ability to travel to partner sites across Indonesia as required</p><p>&bull;⁠ ⁠Fluent in English with excellent communication skills</p><p>---</p><p><b>*Highly Valued Qualifications (Plus):*</b></p><p>&bull;⁠ ⁠Experience in healthcare software development or healthcare technology projects</p><p>&bull;⁠ ⁠Familiarity with healthcare data standards: HL7, FHIR</p><p>&bull;⁠ ⁠Experience working with electronic health records (EHR) systems</p><p>&bull;⁠ ⁠Knowledge of healthcare compliance requirements and security standards</p><p>&bull;⁠ ⁠Understanding of clinical workflows and healthcare data management</p><p>---</p><p>*Why Join Us:*</p><p>&bull;⁠ ⁠Opportunity to make a meaningful impact in healthcare technology</p><p>&bull;⁠ ⁠Work with an international team of technology experts</p><p>&bull;⁠ ⁠Competitive salary and comprehensive benefits package</p><p>&bull;⁠ ⁠Professional growth in the rapidly expanding digital health sector</p><p>&bull;⁠ ⁠Collaborative environment at the forefront of healthcare innovation</p><p>&bull;⁠ ⁠Chance to work directly with healthcare providers across Indonesia</p><p>Job Type: Full-time</p><p>Application Question(s):</p><ul><li>How many years of working experience do you have in the healthcare industry?</li><li>Are you familiar with these healthcare data standards: HL7, FHIR, and Web Services?</li><li>Are you proficient using these  front-end technologies (HTML, CSS, JavaScript, React, Angular)?</li><li>Do you have a strong skill in using Phyton?</li><li>Do you have a strong skill in using PostgreSQL?</li><li>Do you have a hands-on experience with Cloud Platforms? (AWS, Azure, or Google Cloud)</li><li>Are you familiar with version control system (Git)?</li></ul>","true","0",,"5STONES Group","https://www.glassdoor.com/Overview/W-EI_IE0.htm","1010134673907","113","2709872","Jakarta","C","IDR","15000000","12000000","MONTHLY","EMPLOYER_PROVIDED","0","https://www.glassdoor.com/job-listing/full-stack-software-engineer-healthcare-focus-5stones-group-JV_IC2709872_KO0,45_KE46,59.htm?jl=1010134673907","Full Stack Software Engineer (Healthcare Focus)","https://www.glassdoor.com/job-listing/j?jl=1010134673907"
